"vector_key","start_lat","start_lon","end_lat","end_lon","length_km","start_polygon_id","end_polygon_id","start_polygon_name","end_polygon_name","country","n_baseline","ndiff_mean","ndiff_med","ndiff_min","ndiff_max","ndiff_std","abs_ndiff_med","pct_chg_mean","pct_chg_med","pct_chg_min","pct_chg_max","pct_chg_std","abs_pct_chg_med","vector_name"
"PAK.8.3_1_PAK.8.1_1",27.8953345625544,68.348474529644,25.3231003837203,68.0513634220865,287.540585865236,"PAK.8.3_1","PAK.8.1_1","Larkana","Hyderabad","PK",51.0833333333333,-12.2083333333333,-12.2083333333333,-27.8333333333333,3.41666666666667,22.0970869120796,12.2083333333333,-19.5325035196317,-19.5325035196317,-45.7534246575342,6.6884176182708,37.0819822911371,19.5325035196317,"Larkana - Hyderabad"
"PAK.8.3_1_PAK.8.2_1",27.8953345625544,68.348474529644,25.0787834487808,67.1859112898734,333.868457133436,"PAK.8.3_1","PAK.8.2_1","Larkana","Karachi","PK",39.75,-8.375,-8.375,-22.5,5.75,19.97576656852,8.375,-13.6006289308176,-13.6006289308176,-41.6666666666667,14.4654088050315,39.6913712081128,13.6006289308176,"Larkana - Karachi"
"PAK.8.3_1_PAK.8.3_1",27.8953345625544,68.348474529644,27.8953345625544,68.348474529644,0,"PAK.8.3_1","PAK.8.3_1","Larkana","Larkana","PK",22934.25,-2157.25,-2157.25,-2735.75,-1578.75,818.122545832835,2157.25,-9.67201591537335,-9.67201591537335,-11.9286656419983,-7.41536618874837,3.19138464891858,9.67201591537335,"Larkana - Larkana"
"PAK.8.3_1_PAK.8.6_1",27.8953345625544,68.348474529644,27.0398298023505,69.0210887094943,115.986451169232,"PAK.8.3_1","PAK.8.6_1","Larkana","Sukkur","PK",347.083333333333,24.0833333333333,24.0833333333333,-32.5833333333334,80.75,80.1387685344754,24.0833333333333,5.69197453901174,5.69197453901174,-9.38775510204082,20.7717041800643,21.3259581752961,5.69197453901174,"Larkana - Sukkur"
"PAK.8.4_1_PAK.8.1_1",25.2224141945952,69.8200214272942,25.3231003837203,68.0513634220865,178.193073492264,"PAK.8.4_1","PAK.8.1_1","Mirpur Khas","Hyderabad","PK",225.916666666667,10.1666666666667,10.1666666666667,-14.75,35.0833333333333,35.2374879291296,10.1666666666667,5.30016791640974,5.30016791640974,-4.92898913951545,15.5293249723349,14.4662126401338,5.30016791640974,"Mirpur Khas - Hyderabad"
"PAK.8.4_1_PAK.8.2_1",25.2224141945952,69.8200214272942,25.0787834487808,67.1859112898734,265.607673955459,"PAK.8.4_1","PAK.8.2_1","Mirpur Khas","Karachi","PK",56.4166666666667,-20.5833333333333,-20.5833333333333,-52.25,11.0833333333333,44.783429475148,20.5833333333333,-16.2371029589984,-16.2371029589984,-52.1197007481297,19.6454948301329,50.7456564465683,16.2371029589984,"Mirpur Khas - Karachi"
"PAK.8.4_1_PAK.8.4_1",25.2224141945952,69.8200214272942,25.2224141945952,69.8200214272942,0,"PAK.8.4_1","PAK.8.4_1","Mirpur Khas","Mirpur Khas","PK",19572.5833333333,-1016.33333333333,-1016.33333333333,-1261.08333333333,-771.583333333332,346.128769390816,1016.33333333333,-5.27086438221045,-5.27086438221045,-6.59956476801438,-3.94216399640653,1.87906610593427,5.27086438221045,"Mirpur Khas - Mirpur Khas"
"PAK.8.4_1_PAK.8.6_1",25.2224141945952,69.8200214272942,27.0398298023505,69.0210887094943,217.254955407885,"PAK.8.4_1","PAK.8.6_1","Mirpur Khas","Sukkur","PK",56.1666666666667,-9.70833333333334,-9.70833333333334,-12.25,-7.16666666666667,3.59445947103162,9.70833333333334,-16.5457970621914,-16.5457970621914,-20.3319502074689,-12.7596439169139,5.35442912727295,16.5457970621914,"Mirpur Khas - Sukkur"
"PAK.8.5_1_PAK.8.5_1",27.4370466526496,68.8807568501547,27.4370466526496,68.8807568501547,0,"PAK.8.5_1","PAK.8.5_1","Rann of Kutch","Rann of Kutch","PK",53.3333333333333,-10.2916666666667,-10.2916666666667,-17.3333333333333,-3.25,9.95842050171054,10.2916666666667,-19.5494923857868,-19.5494923857868,-32.5,-6.5989847715736,18.3147835076363,19.5494923857868,"Rann of Kutch - Rann of Kutch"
"PAK.8.6_1_PAK.7.1_1",27.0398298023505,69.0210887094943,28.8489179399769,71.6377266783005,326.372698951751,"PAK.8.6_1","PAK.7.1_1","Sukkur","Bahawalpur","PK",142.333333333333,-9.75,-9.75,-24.8333333333333,5.33333333333334,21.3310545657942,9.75,-6.56731916397861,-6.56731916397861,-17.4473067915691,4.31266846361186,15.3866260613899,6.56731916397861,"Sukkur - Bahawalpur"
"PAK.8.6_1_PAK.7.3_1",27.0398298023505,69.0210887094943,31.2099050851743,72.6237184341789,580.824435114691,"PAK.8.6_1","PAK.7.3_1","Sukkur","Faisalabad","PK",21.5833333333333,-5.58333333333333,-5.58333333333333,-5.58333333333333,-5.58333333333333,,5.58333333333333,-25.8687258687259,-25.8687258687259,-25.8687258687259,-25.8687258687259,,25.8687258687259,"Sukkur - Faisalabad"
"PAK.8.6_1_PAK.7.6_1",27.0398298023505,69.0210887094943,30.1252386539187,72.2354149605831,464.931944839887,"PAK.8.6_1","PAK.7.6_1","Sukkur","Multan","PK",70.25,-19.9166666666667,-19.9166666666667,-28.25,-11.5833333333333,11.7851130197758,19.9166666666667,-30.5265516707838,-30.5265516707838,-40.2135231316726,-20.8395802098951,13.69944641831,30.5265516707838,"Sukkur - Multan"
"PAK.8.6_1_PAK.8.1_1",27.0398298023505,69.0210887094943,25.3231003837203,68.0513634220865,214.014128867719,"PAK.8.6_1","PAK.8.1_1","Sukkur","Hyderabad","PK",167.333333333333,17.125,17.125,10.0833333333333,24.1666666666667,9.95842050171053,17.125,9.60582188392665,9.60582188392665,4.7694126921561,14.4422310756972,6.83971547218782,9.60582188392665,"Sukkur - Hyderabad"
"PAK.8.6_1_PAK.8.2_1",27.0398298023505,69.0210887094943,25.0787834487808,67.1859112898734,284.8662858619,"PAK.8.6_1","PAK.8.2_1","Sukkur","Karachi","PK",181,-39.3333333333333,-39.3333333333333,-78.6666666666667,0,55.6257334533417,39.3333333333333,-17.2388604821037,-17.2388604821037,-34.4777209642074,0,24.3794302936487,17.2388604821037,"Sukkur - Karachi"
"PAK.8.6_1_PAK.8.3_1",27.0398298023505,69.0210887094943,27.8953345625544,68.348474529644,115.986451169232,"PAK.8.6_1","PAK.8.3_1","Sukkur","Larkana","PK",317.666666666667,3.32198275228662,3.32198275228662,-65.6666666666667,72.3106321712399,97.5646836580865,3.32198275228662,-0.462388557353716,-0.462388557353716,-20.6715634837356,19.7467863690281,28.5800892652595,0.462388557353716,"Sukkur - Larkana"
"PAK.8.6_1_PAK.8.4_1",27.0398298023505,69.0210887094943,25.2224141945952,69.8200214272942,217.254955407886,"PAK.8.6_1","PAK.8.4_1","Sukkur","Mirpur Khas","PK",52.1666666666667,-5.04166666666667,-5.04166666666667,-6.91666666666666,-3.16666666666667,2.65165042944955,5.04166666666667,-8.6660799979192,-8.6660799979192,-11.2618724559023,-6.0702875399361,3.67100489918549,8.6660799979192,"Sukkur - Mirpur Khas"
"PAK.8.6_1_PAK.8.6_1",27.0398298023505,69.0210887094943,27.0398298023505,69.0210887094943,0,"PAK.8.6_1","PAK.8.6_1","Sukkur","Sukkur","PK",36247.8333333333,-3209.54166666667,-3209.54166666667,-4263.33333333333,-2155.75,1490.28646691575,3209.54166666667,-8.954767305352,-8.954767305352,-11.7616225337606,-6.14791207694336,3.96949273163332,8.954767305352,"Sukkur - Sukkur"
